chr1	43814952	43815064	0
chr1	115252139	115252232	0
chr1	115256481	115256576	0
chr1	115258699	115258783	0
chr1	162748352	162748419	0
chr2	25457175	25457249	0
chr2	29432652	29432713	0
chr2	29443608	29443702	0
chr2	48030560	48030883	0
chr2	209113108	209113213	0
chr2	212288888	212288978	0
chr2	212530061	212530148	0
chr2	212576795	212576892	0
chr2	212578280	212578353	0
chr2	212587143	212587213	0
chr2	212589772	212589838	0
chr2	212652716	212652812	0
chr2	212812074	212812171	0
chr3	10183766	10183854	0
chr3	10188186	10188302	0
chr3	10191421	10191521	0
chr3	37067192	37067256	0
chr3	41266038	41266140	0
chr3	138665151	138665247	0
chr3	178916807	178916963	0
chr3	178921463	178921563	0
chr3	178927400	178927471	0
chr3	178927919	178928005	0
chr3	178928071	178928161	0
chr3	178936023	178936108	0
chr3	178938807	178938876	0
chr3	178947812	178947887	0
chr3	178952001	178952107	0
chr3	178952143	178952242	0
chr4	1803564	1803646	0
chr4	1803648	1803747	0
chr4	1806065	1806156	241473
chr4	1807846	1807931	0
chr4	1808275	1808395	0
chr4	1808928	1809004	0
chr4	55140994	55141088	0
chr4	55144125	55144212	0
chr4	55144475	55144559	0
chr4	55152026	55152135	0
chr4	55561696	55561861	0
chr4	55592044	55592244	0
chr4	55593422	55593513	0
chr4	55593516	55593688	0
chr4	55594145	55594261	0
chr4	55595494	55595665	0
chr4	55597457	55597617	0
chr4	55599260	55599358	0
chr4	55602665	55602766	0
chr4	55946080	55946138	0
chr4	55946226	55946270	0
chr4	55953739	55953843	0
chr4	55955085	55955172	0
chr4	55960945	55961033	0
chr4	55962479	55962580	0
chr4	55972946	55973028	0
chr4	55979551	55979636	0
chr4	55980323	55980393	0
chr4	153245378	153245470	0
chr4	153247270	153247374	0
chr4	153249375	153249478	0
chr4	153250843	153250918	0
chr4	153258968	153259122	0
chr5	112173874	112173970	0
chr5	112174573	112174677	0
chr5	112175156	112175261	0
chr5	112175323	112175432	0
chr5	112175570	112175711	0
chr5	112175746	112175839	0
chr5	112175898	112175972	0
chr5	112175978	112176076	0
chr5	149433596	149433692	0
chr5	149452992	149453083	0
chr5	170837506	170837618	0
chr7	55211044	55211113	0
chr7	55221797	55221866	0
chr7	55233012	55233121	0
chr7	55241632	55241724	0
chr7	55242387	55242540	0
chr7	55248999	55249090	0
chr7	55249123	55249213	0
chr7	55259502	55259567	0
chr7	116339603	116339694	0
chr7	116340222	116340337	0
chr7	116403151	116403246	0
chr7	116411897	116411997	0
chr7	116417427	116417520	0
chr7	116423408	116423485	0
chr7	128845079	128845146	0
chr7	128846012	128846082	0
chr7	128846363	128846421	0
chr7	128850273	128850360	0
chr7	128851523	128851601	0
chr7	140453111	140453194	0
chr7	140481385	140481481	0
chr7	148508694	148508790	0
chr8	38282140	38282220	0
chr8	38285863	38285973	0
chr9	5073718	5073781	105767
chr9	5078344	5078400	123592
chr9	21970942	21971063	3602142
chr9	21971092	21971210	1927774
chr9	80409417	80409498	0
chr9	80412487	80412573	0
chr9	133738305	133738385	0
chr9	133747482	133747579	0
chr9	133748238	133748354	0
chr9	133748387	133748503	0
chr9	133750308	133750403	0
chr9	135781029	135781083	0
chr9	139390786	139390878	0
chr9	139397765	139397879	0
chr9	139399342	139399445	0
chr10	43609030	43609110	0
chr10	43609874	43609969	0
chr10	43610029	43610101	0
chr10	43613802	43613894	0
chr10	43615564	43615637	0
chr10	43617385	43617452	0
chr10	89624190	89624314	0
chr10	89653782	89653869	0
chr10	89685245	89685334	0
chr10	89690764	89690848	0
chr10	89692770	89693008	0
chr10	89711856	89712023	0
chr10	89717591	89717776	0
chr10	89720570	89720700	0
chr10	89720775	89720879	0
chr10	89725041	89725142	0
chr10	123257973	123258060	0
chr10	123274766	123274846	0
chr10	123279482	123279564	0
chr10	123279604	123279687	0
chr11	533793	533903	437104
chr11	534238	534348	326918
chr11	108117764	108117853	0
chr11	108119808	108119896	0
chr11	108123505	108123573	0
chr11	108137954	108138045	0
chr11	108155082	108155177	0
chr11	108170465	108170629	0
chr11	108172342	108172442	0
chr11	108173632	108173795	0
chr11	108180902	108180969	0
chr11	108200907	108200990	0
chr11	108204633	108204693	0
chr11	108205712	108205821	0
chr11	108206519	108206620	0
chr11	108218040	108218142	0
chr11	108225544	108225635	0
chr11	108236039	108236231	0
chr12	25378558	25378661	0
chr12	25380263	25380360	0
chr12	25398216	25398311	0
chr12	112888114	112888229	0
chr12	112926834	112926937	0
chr12	121431382	121431571	0
chr12	121431987	121432154	0
chr13	28592606	28592708	0
chr13	28602281	28602383	0
chr13	28608226	28608321	0
chr13	28610105	28610206	0
chr13	48919222	48919299	0
chr13	48923123	48923213	0
chr13	48936959	48937013	0
chr13	48941592	48941676	0
chr13	48942649	48942722	0
chr13	48953701	48953767	0
chr13	48955483	48955568	0
chr13	49027103	49027182	0
chr13	49033827	49033935	0
chr13	49037826	49037928	0
chr13	49039147	49039246	0
chr13	49039365	49039419	0
